Date,Apple Return,Dell Return,IBM Return,Microsoft Return,Value-weighted Market Return,SP 500 Return,"Price, Dell","Price, Apple","Price, IBM","Price, Microsoft",Calendar Date
2010.79167,0.060723,0.109869,0.070523,0.088812,0.038534,0.036856,14.395,300.98001,143.60001,26.665,20101031
2010.875,0.03379,-0.081626,-0.010376,-0.046784,0.005168,-0.00229,13.22,311.14999,141.46001,25.2575,20101130
2010.95833,0.03667,0.024962,0.037466,0.105018,0.067131,0.0653,13.55,322.56,146.75999,27.91,20101229
2011.04167,0.051959,-0.028782,0.103843,-0.006628,0.019155,0.022646,13.16,339.32001,162,27.725,20110131
2011.125,0.040935,0.202888,0.003272,-0.035528,0.038158,0.031957,15.83,353.20999,161.88,26.58,20110228
2011.20833,-0.013314,-0.083386,0.007351,-0.044771,0.003376,-0.001047,14.51,348.50751,163.07001,25.39,20110331
2011.29167,0.004656,0.066161,0.046054,0.020874,0.028683,0.028495,15.47,350.13,170.58,25.92,20110428
2011.375,-0.006569,0.039431,-0.005276,-0.028935,-0.014934,-0.013501,16.08,347.82999,168.92999,25.01,20110531
2011.45833,-0.03496,0.036692,0.015509,0.039584,-0.018391,-0.018258,16.67,335.67001,171.55,26,20110630
2011.54167,0.163285,-0.025795,0.060041,0.053846,-0.022448,-0.021474,16.24,390.48001,181.85001,27.4,20110731
2011.625,-0.014469,-0.084667,-0.050536,-0.023358,-0.05747,-0.056791,14.865,384.82999,171.91,26.6,20110831
2011.70833,-0.009121,-0.048772,0.017218,-0.064286,-0.084872,-0.071762,14.14,381.32001,174.87,24.89,20110929
