SALE_TYPE,SOLD_DATE,PROPERTY_TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE_FEET,LOT_SIZE,YEAR_BUILT,DAYS_ON_MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT_OPEN_HOUSE_START_TIME,NEXT_OPEN_HOUSE_END_TIME,URL,SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,334 Bellevue Ave,Daly City,CA,94014,759000,3,2,Original Daly City,1170,1375,1954,16,649,,Active,,,http://www.redfin.com/CA/Daly-City/334-Bellevue-Ave-94014/home/555227,San Francisco MLS,457778,N,Y,37.7065082,-122.4471188
New Construction Plan,,Single Family Residential,1 Bedroom + Den,San Francisco,CA,94103,772000,1,1,Rowan,673,,,,1147,,Active,,,http://www.redfin.com/CA/San-Francisco/Rowan/1-Bedroom-Den/home/109281134,NewHomeFeed,Plan-325570,N,Y,37.765235,-122.4075401
MLS Listing,,Single Family Residential,301 Chapman Ave,South San Francisco,CA,94080,775000,2,1,South San Francisco,700,5000,1912,82,1107,,Active,,,http://www.redfin.com/CA/South-San-Francisco/301-Chapman-Ave-94080/home/606221,San Francisco MLS,455195,N,Y,37.664193,-122.403905
MLS Listing,,Condo/Co-op,250 King St #370,San Francisco,CA,94107,775000,1,1,Mission Bay,807,,2004,45,960,726,Active,,,http://www.redfin.com/CA/San-Francisco/250-King-St-94107/unit-000370/home/8191000,San Francisco MLS,456643,N,Y,37.7781311,-122.3932477
MLS Listing,,Single Family Residential,132 Cherry Ave,SOUTH SAN FRANCISCO,CA,94080,779000,3,1,SOUTH SAN FRANCISCO,1000,4770,1944,50,779,,Active,May-28-2017 01:00 PM,May-28-2017 04:00 PM,http://www.redfin.com/CA/South-San-Francisco/132-Cherry-Ave-94080/home/1691850,MLSListings,ML81645013,N,Y,37.6496932,-122.4232545
MLS Listing,,Single Family Residential,249 Baltimore Way,DALY CITY,CA,94014,788000,3,1,DALY CITY,1130,6132,1961,4,697,,Active,,,http://www.redfin.com/CA/Daly-City/249-Baltimore-Way-94014/home/911177,MLSListings,ML81652074,N,Y,37.7078961,-122.43577
MLS Listing,,Condo/Co-op,3044 Franklin St #102,San Francisco,CA,94123,789000,1,1,Marina,743,,1975,3,1062,242,Active,May-23-2017 05:30 PM,May-23-2017 07:00 PM,http://www.redfin.com/CA/San-Francisco/3044-Franklin-St-94123/unit-102/home/113979857,San Francisco MLS,458123,N,Y,37.802717,-122.426147
MLS Listing,,Condo/Co-op,555 4th St #737,San Francisco,CA,94107,789000,1,1,South Beach,752,,,3,1049,593,Active,,,http://www.redfin.com/CA/San-Francisco/555-4th-St-94107/unit-737/home/22894985,San Francisco MLS,458338,N,Y,37.7790947,-122.3971378
MLS Listing,,Condo/Co-op,170 Guerrero St Unit D,San Francisco,CA,94103,789000,2,1,Mission Dolores,800,,1985,4,986,260,Active,May-23-2017 12:00 PM,May-23-2017 01:30 PM,http://www.redfin.com/CA/San-Francisco/170-Guerrero-St-94103/unit-D/home/2019231,San Francisco MLS,458190,N,Y,37.7685859,-122.4249208
MLS Listing,,Single Family Residential,110 Longford Dr,SOUTH SAN FRANCISCO,CA,94080,789000,4,1.5,SOUTH SAN FRANCISCO,1510,5000,1952,17,523,,Active,,,http://www.redfin.com/CA/South-San-Francisco/110-Longford-Dr-94080/home/590434,MLSListings,ML81650241,N,Y,37.6655788,-122.460297
MLS Listing,,Condo/Co-op,190 7th St #1,San Francisco,CA,94103,790000,1,1.5,San Francisco County,930,6769,1999,25,849,441,Active,,,http://www.redfin.com/CA/San-Francisco/190-7th-St-94103/unit-1/home/12395766,BAREIS,21708781,N,Y,37.7780056,-122.4098162
MLS Listing,,Condo/Co-op,360 Guerrero St #309,San Francisco,CA,94103,795000,1,1,Mission Dolores,933,,1983,10,852,600,Active,,,http://www.redfin.com/CA/San-Francisco/360-Guerrero-St-94103/unit-309/home/704428,San Francisco MLS,457571,N,Y,37.765462,-122.424916
MLS Listing,,Single Family Residential,447 Faxon Ave,San Francisco,CA,94112,795000,3,1,Ingleside,938,2809,1922,10,848,,Active,,,http://www.redfin.com/CA/San-Francisco/447-Faxon-Ave-94112/home/815485,San Francisco MLS,457572,N,Y,37.7227114,-122.4604322
MLS Listing,,Single Family Residential,8 Cuvier St,San Francisco,CA,94112,795000,3,2.5,Bernal Heights,1260,2448,1913,35,631,,Active,,,http://www.redfin.com/CA/San-Francisco/8-Cuvier-St-94112/home/1639908,San Francisco MLS,456933,N,Y,37.73445,-122.428976
MLS Listing,,Single Family Residential,524 Park Way,SOUTH SAN FRANCISCO,CA,94080,795000,3,2,SOUTH SAN FRANCISCO,1280,4000,1941,1,621,,Active,,,http://www.redfin.com/CA/South-San-Francisco/524-Park-Way-94080/home/1939754,MLSListings,ML81652649,N,Y,37.6604335,-122.4159909
MLS Listing,,Single Family Residential,1721 Newcomb Ave,San Francisco,CA,94124,798000,3,1,Bayview,1050,2495,1906,47,760,,Active,,,http://www.redfin.com/CA/San-Francisco/1721-Newcomb-Ave-94124/home/746687,San Francisco MLS,456525,N,Y,37.736317,-122.392236
MLS Listing,,Single Family Residential,780 Mcdonell Dr,SOUTH SAN FRANCISCO,CA,94080,798000,3,1,SOUTH SAN FRANCISCO,1050,5841,1953,3,760,,Active,May-23-2017 10:00 AM,May-23-2017 01:00 PM,http://www.redfin.com/CA/South-San-Francisco/780-Mc-Donell-Dr-94080/home/1458399,MLSListings,ML81652320,N,Y,37.6638921,-122.4514088
MLS Listing,,Condo/Co-op,318 Spear St Unit 8D,San Francisco,CA,94105,799000,0,1,South Beach,538,,2008,56,1485,863,Active,,,http://www.redfin.com/CA/San-Francisco/318-Spear-St-94105/unit-8D/home/21967128,San Francisco MLS,456115,N,Y,37.7897457,-122.3908558
MLS Listing,,Condo/Co-op,2 Fallon Pl #35,San Francisco,CA,94133,799000,1,1,Russian Hill,650,,1980,45,1229,605,Active,,,http://www.redfin.com/CA/San-Francisco/2-Fallon-Pl-94133/unit-35/home/113676861,San Francisco MLS,456634,N,Y,37.797786,-122.413289
MLS Listing,,Single Family Residential,167 Vienna St,San Francisco,CA,94112,799000,2,1,Excelsior,700,4996,1908,52,1141,,Active,,,http://www.redfin.com/CA/San-Francisco/167-Vienna-St-94112/home/1495975,San Francisco MLS,456358,N,Y,37.7255619,-122.426221
MLS Listing,,Condo/Co-op,8 Buchanan St #309,San Francisco,CA,94102,799000,1,1,Hayes Valley,725,,2014,18,1102,508,Active,,,http://www.redfin.com/CA/San-Francisco/8-Buchanan-St-94102/unit-309/home/55244681,San Francisco MLS,457658,N,Y,37.7699869,-122.4264516
MLS Listing,,Condo/Co-op,4125 24th St #1,San Francisco,CA,94114,799000,2,1,Noe Valley,847,,1965,4,943,300,Active,May-23-2017 12:00 PM,May-23-2017 01:30 PM,http://www.redfin.com/CA/San-Francisco/4125-24th-St-94114/unit-1/home/40138467,San Francisco MLS,458194,N,Y,37.7510723,-122.4347149
MLS Listing,,Condo/Co-op,655 5th St #4,San Francisco,CA,94118,799000,1,2,South of Market,889,,1999,31,899,486,Active,,,http://www.redfin.com/CA/San-Francisco/655-5th-St-94107/unit-4/home/12396940,San Francisco MLS,457191,N,Y,37.775928,-122.397528
MLS Listing,,Townhouse,601 Van Ness Ave #70,San Francisco,CA,94102,799000,2,2,Van Ness/Civic Center,1016,,1982,24,786,936,Active,,,http://www.redfin.com/CA/San-Francisco/601-Van-Ness-Ave-94102/unit-70/home/1288456,San Francisco MLS,457435,N,Y,37.7817846,-122.4208606
MLS Listing,,Single Family Residential,979 Teresita Blvd,San Francisco,CA,94127,799000,2,1,Miraloma Park,1027,3249,1949,11,778,,Active,,,http://www.redfin.com/CA/San-Francisco/979-Teresita-Blvd-94127/home/690538,San Francisco MLS,457813,N,Y,37.7341334,-122.4481981
MLS Listing,,Condo/Co-op,1116 Powhattan Ave,San Francisco,CA,94110,799000,2,1.5,Bernal Heights,1047,,1900,11,763,300,Active,,,http://www.redfin.com/CA/San-Francisco/1116-Powhattan-Ave-94110/home/11743151,San Francisco MLS,457897,N,Y,37.7410906,-122.4089067
MLS Listing,,Single Family Residential,761 Almond Ave,SOUTH SAN FRANCISCO,CA,94080,799000,3,2,SOUTH SAN FRANCISCO,1380,6000,1958,4,579,,Active,,,http://www.redfin.com/CA/South-San-Francisco/761-Almond-Ave-94080/home/1130125,MLSListings,ML81652132,N,Y,37.6616041,-122.4246462
MLS Listing,,Single Family Residential,225 Farallones St,San Francisco,CA,94112,799000,3,3,Oceanview,1430,4375,1910,24,559,,Active,,,http://www.redfin.com/CA/San-Francisco/225-Farallones-St-94112/home/1186484,San Francisco MLS,457402,N,Y,37.713791,-122.460135
MLS Listing,,Single Family Residential,119 Teddy Ave,San Francisco,CA,94134,799000,2,1,Visitacion Valley,1661,2495,1931,3,481,,Active,,,http://www.redfin.com/CA/San-Francisco/119-Teddy-Ave-94134/home/1222647,San Francisco MLS,458341,N,Y,37.7138847,-122.4049849
MLS Listing,,Condo/Co-op,468 Tehama St #7,San Francisco,CA,94103,799888,1,1.5,South of Market,922,,1999,17,868,480,Active,,,http://www.redfin.com/CA/San-Francisco/468-Tehama-St-94103/unit-7/home/12395805,San Francisco MLS,457767,N,Y,37.7799732,-122.406069
MLS Listing,,Condo/Co-op,1141 Anza St,San Francisco,CA,94118,799950,2,1,Inner Richmond,838,,1924,10,955,200,Active,,,http://www.redfin.com/CA/San-Francisco/1141-Anza-St-94118/home/39933124,San Francisco MLS,458043,N,Y,37.779109,-122.460636
MLS Listing,,Condo/Co-op,666 Post St #704,San Francisco,CA,94109,808000,1,1,Downtown,850,,1926,73,951,742,Active,,,http://www.redfin.com/CA/San-Francisco/666-Post-St-94109/unit-704/home/12400955,San Francisco MLS,455563,N,Y,37.787933,-122.4128901
MLS Listing,,Single Family Residential,1143 Brunswick St,DALY CITY,CA,94014,818000,3,3,DALY CITY,1350,2500,1917,56,606,,Active,,,http://www.redfin.com/CA/Daly-City/1143-Brunswick-St-94014/home/551285,MLSListings,ML81644040,N,Y,37.7056512,-122.456876
MLS Listing,,Single Family Residential,152 W Moltke St,DALY CITY,CA,94014,818000,3,2,DALY CITY,1740,2700,1938,11,470,,Active,,,http://www.redfin.com/CA/Daly-City/152-W-Moltke-St-94014/home/1879025,MLSListings,ML81651016,N,Y,37.694329,-122.467533
MLS Listing,,Condo/Co-op,1160 Mission St #1003,San Francisco,CA,94103,825000,1,1,South of Market,756,,2008,10,1091,669,Active,,,http://www.redfin.com/CA/San-Francisco/1160-Mission-St-94103/unit-1003/home/17306268,San Francisco MLS,458066,N,Y,37.7783901,-122.412238
MLS Listing,,Single Family Residential,105 S Magnolia Ave,SOUTH SAN FRANCISCO,CA,94080,825000,3,2,SOUTH SAN FRANCISCO,1270,4590,1953,1,650,,Active,May-27-2017 01:30 PM,May-27-2017 04:00 PM,http://www.redfin.com/CA/South-San-Francisco/105-S-Magnolia-Ave-94080/home/616985,MLSListings,ML81652622,N,Y,37.6512886,-122.4213858
MLS Listing,,Condo/Co-op,200 Townsend St #12,San Francisco,CA,94107,829000,1,2,South Beach,818,,2003,6,1013,550,Active,,,http://www.redfin.com/CA/San-Francisco/200-Townsend-St-94107/unit-12/home/12400613,San Francisco MLS,458168,N,Y,37.7789009,-122.393248
MLS Listing,,Townhouse,601 Van Ness Ave #44,San Francisco,CA,94102,829000,2,2,Van Ness/Civic Center,1037,,1982,4,799,950,Active,May-23-2017 09:00 AM,May-23-2017 10:30 AM,http://www.redfin.com/CA/San-Francisco/601-Van-Ness-Ave-94102/unit-44/home/577349,San Francisco MLS,458310,N,Y,37.7817846,-122.4208606
MLS Listing,,Condo/Co-op,619 Shotwell St #5,SAN FRANCISCO,CA,94110,849000,2,1,SAN FRANCISCO,637,3675,1963,6,1333,230,Active,May-23-2017 02:30 PM,May-23-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/619-Shotwell-St-94110/unit-5/home/12415484,MLSListings,ML81651789,N,Y,37.7584649,-122.4154869
MLS Listing,,Condo/Co-op,2 Mint Plz #402,San Francisco,CA,94103,849000,1,1,South of Market,769,,1926,11,1104,753,Active,,,http://www.redfin.com/CA/San-Francisco/2-Mint-Plz-94103/unit-402/home/17306654,San Francisco MLS,457992,N,Y,37.783128,-122.4077633
MLS Listing,,Condo/Co-op,38 Bryant St #503,San Francisco,CA,94105,849000,1,1,South Beach,854,,1994,11,994,490,Active,,,http://www.redfin.com/CA/San-Francisco/38-Bryant-St-94105/unit-503/home/1582791,San Francisco MLS,457996,N,Y,37.7873374,-122.3887639
MLS Listing,,Single Family Residential,323 Byxbee St,San Francisco,CA,94132,849000,2,1,Merced Heights,990,2495,1926,11,858,,Active,,,http://www.redfin.com/CA/San-Francisco/323-Byxbee-St-94132/home/1274688,San Francisco MLS,457972,N,Y,37.7201874,-122.4701012
MLS Listing,,Condo/Co-op,151 Alice B. Toklas Pl #504,San Francisco,CA,94109,849000,1,1.5,Van Ness/Civic Center,1095,,1920,122,775,805,Active,,,http://www.redfin.com/CA/San-Francisco/151-Alice-B-Toklas-94109/unit-504/home/22885820,San Francisco MLS,453354,N,Y,37.7850997,-122.4205869
MLS Listing,,Single Family Residential,506 Hanover St,DALY CITY,CA,94014,849000,3,2,DALY CITY,2060,2500,1976,5,412,,Active,May-23-2017 10:00 AM,May-23-2017 12:30 PM,http://www.redfin.com/CA/Daly-City/506-Hanover-St-94014/home/1217776,MLSListings,ML81651910,N,Y,37.7079558,-122.4473284
MLS Listing,,Condo/Co-op,725 Florida St #11,San Francisco,CA,94110,850000,1,1,Inner Mission,753,,2000,12,1129,548,Active,,,http://www.redfin.com/CA/San-Francisco/725-Florida-St-94110/unit-11/home/12397215,San Francisco MLS,457895,N,Y,37.759939,-122.410576
MLS Listing,,Condo/Co-op,1551 Filbert St #4,San Francisco,CA,94123,850000,1,1,Cow Hollow,860,,1924,169,988,300,Active,,,http://www.redfin.com/CA/San-Francisco/1551-Filbert-St-94123/unit-4/home/1988192,San Francisco MLS,452974,N,Y,37.7991396,-122.4251788
MLS Listing,,Condo/Co-op,660 Hayes St,San Francisco,CA,94102,850000,2,2,Hayes Valley,1212,,1982,8,701,220,Active,May-22-2017 06:00 PM,May-22-2017 07:00 PM,http://www.redfin.com/CA/San-Francisco/660-Hayes-St-94102/home/852362,San Francisco MLS,458120,N,Y,37.776533,-122.4272916
MLS Listing,,Single Family Residential,336 Lakeview Ave,San Francisco,CA,94112,850000,2,1,Ingleside,1225,2495,1938,5,694,,Active,June-4-2017 01:00 AM,June-4-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/336-Lakeview-Ave-94112/home/1664345,San Francisco MLS,458246,N,Y,37.7178108,-122.4530746
MLS Listing,,Condo/Co-op,645 Texas #103,San Francisco,CA,94107,855000,1,1,Potrero Hill,655,,2017,13,1305,532,Active,,,http://www.redfin.com/CA/San-Francisco/645-Texas-St-94107/unit-103/home/113893123,San Francisco MLS,457887,N,Y,37.757934,-122.3944733
New Construction Plan,,Condo/Co-op,Residence 103,San Francisco,CA,94107,855000,1,1,Knox,655,,,,1305,,Active,,,http://www.redfin.com/CA/San-Francisco/Knox/Residence-103/home/113897176,NewHomeFeed,Plan-359987,N,Y,37.7578894,-122.3944222
MLS Listing,,Single Family Residential,107 Lomitas Ave,SOUTH SAN FRANCISCO,CA,94080,859800,3,1,SOUTH SAN FRANCISCO,1020,6250,1951,18,843,,Active,,,http://www.redfin.com/CA/South-San-Francisco/107-Lomitas-Ave-94080/home/596594,MLSListings,ML81650045,N,Y,37.6509741,-122.4459782
MLS Listing,,Single Family Residential,131 Hillcrest Dr,DALY CITY,CA,94014,865000,3,2,DALY CITY,1400,2500,1907,16,618,,Active,,,http://www.redfin.com/CA/Daly-City/131-Hillcrest-Dr-94014/home/548682,MLSListings,ML81650353,N,Y,37.706148,-122.464666
MLS Listing,,Condo/Co-op,201 Harrison St #913,San Francisco,CA,94105,875000,2,2,South Beach,736,,1991,14,1189,688,Active,,,http://www.redfin.com/CA/San-Francisco/201-Harrison-St-94105/unit-913/home/1004461,San Francisco MLS,457806,N,Y,37.7876582,-122.3905155
MLS Listing,,Single Family Residential,195 Hampshire Ave,DALY CITY,CA,94015,875000,3,2,DALY CITY,1240,3135,1973,7,706,,Active,,,http://www.redfin.com/CA/Daly-City/195-Hampshire-Ave-94015/home/2012250,MLSListings,ML81651500,N,Y,37.65375,-122.459089
MLS Listing,,Single Family Residential,1851 Newhall St,San Francisco,CA,94124,875000,3,1,Silver Terrace,1428,2665,1946,22,613,,Active,,,http://www.redfin.com/CA/San-Francisco/1851-Newhall-St-94124/home/1122174,San Francisco MLS,454487,N,Y,37.7322939,-122.3950654
MLS Listing,,Condo/Co-op,1130 Shrader St #4,San Francisco,CA,94117,879000,1,1,Parnassus/Ashbury Heights,664,,1923,7,1324,293,Active,,,http://www.redfin.com/CA/San-Francisco/1130-Shrader-St-94117/unit-4/home/22043391,San Francisco MLS,458151,N,Y,37.7642597,-122.450859
MLS Listing,,Condo/Co-op,1325 Indiana St #205,San Francisco,CA,94107,879000,1,2,Central Waterfront,945,,2002,10,930,403,Active,,,http://www.redfin.com/CA/San-Francisco/1325-Indiana-St-94107/unit-205/home/1958120,San Francisco MLS,457512,N,Y,37.7537043,-122.3902787
MLS Listing,,Condo/Co-op,8 Harris Pl,San Francisco,CA,94123,885000,2,1,Cow Hollow,730,,,11,1212,,Active,,,http://www.redfin.com/CA/San-Francisco/8-Harris-Pl-94123/home/940899,San Francisco MLS,457999,N,Y,37.7992864,-122.4298762
MLS Listing,,Single Family Residential,735 Miller Ave,SOUTH SAN FRANCISCO,CA,94080,888000,3,1.5,SOUTH SAN FRANCISCO,1630,5040,1939,17,545,,Active,,,http://www.redfin.com/CA/South-San-Francisco/735-Miller-Ave-94080/home/1758241,MLSListings,ML81650286,N,Y,37.6591632,-122.4245123
MLS Listing,,Single Family Residential,503 Capitol Ave,San Francisco,CA,94112,888000,4,4,Oceanview,1729,3500,1900,4,514,,Active,May-27-2017 01:30 PM,May-27-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/503-Capitol-Ave-94112/home/830325,San Francisco MLS,458321,N,Y,37.7150808,-122.4592833
MLS Listing,,Single Family Residential,175 Robinhood Dr,San Francisco,CA,94127,898000,2,1,Sherwood Forest,1276,2696,1951,10,704,,Active,,,http://www.redfin.com/CA/San-Francisco/175-Robinhood-Dr-94127/home/1612725,San Francisco MLS,458050,N,Y,37.736631,-122.455019
MLS Listing,,Condo/Co-op,55 Page St #510,San Francisco,CA,94102,899000,1,1,Hayes Valley,738,,2008,18,1218,520,Active,,,http://www.redfin.com/CA/San-Francisco/55-Page-St-94102/unit-510/home/17305735,San Francisco MLS,457681,N,Y,37.7739816,-122.421936
MLS Listing,,Condo/Co-op,330 Mission Bay Blvd #306,San Francisco,CA,94158,899000,1,1,Mission Bay,767,,2008,2,1172,789,Active,May-24-2017 12:00 PM,May-24-2017 02:00 PM,http://www.redfin.com/CA/San-Francisco/330-Mission-Bay-Blvd-N-94158/unit-000306/home/22894977,San Francisco MLS,458362,N,Y,37.7713635,-122.3873252
MLS Listing,,Condo/Co-op,2555 Leavenworth St #102,SAN FRANCISCO,CA,94133,899000,2,1,SAN FRANCISCO,806,9219,1961,4,1115,508,Active,May-23-2017 09:30 AM,May-23-2017 11:00 AM,http://www.redfin.com/CA/San-Francisco/2555-Leavenworth-St-94133/unit-102/home/102814700,MLSListings,ML81652139,N,Y,37.804693,-122.418709
MLS Listing,,Condo/Co-op,131 Charles St,San Francisco,CA,94131,899000,2,1,Glen Park,858,,1910,10,1048,,Active,,,http://www.redfin.com/CA/San-Francisco/131-Charles-St-94131/home/113911683,San Francisco MLS,457871,N,Y,37.7383067,-122.4258677
MLS Listing,,Condo/Co-op,325 Berry St #306,San Francisco,CA,94158,899000,1,1,Mission Bay,882,,2007,52,1019,585,Active,,,http://www.redfin.com/CA/San-Francisco/325-Berry-St-94158/unit-306/home/17304670,San Francisco MLS,456242,N,Y,37.7734128,-122.3957474
MLS Listing,,Condo/Co-op,108 4th Ave,San Francisco,CA,94118,899000,2,2,Lake,887,,1907,3,1014,330,Active,May-23-2017 11:00 AM,May-23-2017 12:30 PM,http://www.redfin.com/CA/San-Francisco/108-4th-Ave-94118/home/890210,San Francisco MLS,458163,N,Y,37.786532,-122.462358
MLS Listing,,Condo/Co-op,1325 Indiana St #111,San Francisco,CA,94107,899000,1,2,Central Waterfront,1121,,2002,25,802,414,Active,,,http://www.redfin.com/CA/San-Francisco/1325-Indiana-St-94107/unit-111/home/1008763,San Francisco MLS,457363,N,Y,37.7537043,-122.3902787
MLS Listing,,Single Family Residential,231 Ney St,San Francisco,CA,94112,899000,3,2,Excelsior,1175,2748,1900,4,765,,Active,,,http://www.redfin.com/CA/San-Francisco/231-Ney-St-94112/home/1912157,San Francisco MLS,458265,N,Y,37.730392,-122.425369
MLS Listing,,Single Family Residential,840 Meade Ave,San Francisco,CA,94124,899000,3,2,Bayview Heights,1847,2636,1991,4,487,,Active,,,http://www.redfin.com/CA/San-Francisco/840-Meade-Ave-94124/home/1719996,San Francisco MLS,458233,N,Y,37.7174317,-122.3963922
MLS Listing,,Condo/Co-op,200 Brannan St #127,San Francisco,CA,94107,899500,1,1,South Beach,948,,2004,8,949,631,Active,,,http://www.redfin.com/CA/San-Francisco/200-Brannan-St-94107/unit-127/home/2006791,San Francisco MLS,458100,N,Y,37.7835714,-122.3907007
MLS Listing,,Condo/Co-op,1441 Jones St #202,SAN FRANCISCO,CA,94109,899888,2,1,SAN FRANCISCO,877,6924,1916,45,1026,675,Active,,,http://www.redfin.com/CA/San-Francisco/1441-Jones-St-94109/unit-202/home/546403,MLSListings,ML81645933,N,Y,37.79459,-122.4151234
MLS Listing,,Single Family Residential,478 Firecrest Ave,Pacifica,CA,94044,899997,3,2,699 - Not Defined,1460,4000,1964,93,616,,Active,,,http://www.redfin.com/CA/Pacifica/478-Firecrest-Ave-94044/home/1483719,CRISNet,SR17033857,N,Y,37.654525,-122.474565
MLS Listing,,Single Family Residential,100 Bridgeview Dr,San Francisco,CA,94124,900000,2,1,Silver Terrace,1050,4312,1955,91,857,,Active,,,http://www.redfin.com/CA/San-Francisco/100-Bridgeview-Dr-94124/home/1911981,San Francisco MLS,454870,N,Y,37.7349829,-122.3955323
MLS Listing,,Single Family Residential,1979 Oakdale Ave,San Francisco,CA,94124,900000,2,1,Bayview,1370,2495,1927,88,657,,Active,,,http://www.redfin.com/CA/San-Francisco/1979-Oakdale-Ave-94124/home/745277,San Francisco MLS,454990,N,Y,37.738408,-122.397593
MLS Listing,,Single Family Residential,323 Heathcliff Dr,PACIFICA,CA,94044,900000,4,2,PACIFICA,2140,6860,1955,6,421,,Active,,,http://www.redfin.com/CA/Pacifica/323-Heathcliff-Dr-94044/home/2056864,MLSListings,ML81651656,N,Y,37.6503413,-122.4744377
MLS Listing,,Townhouse,19 Plumeria Ct,DALY CITY,CA,94014,902802,2,2.5,DALY CITY,1335,1000,2014,32,676,300,Active,,,http://www.redfin.com/CA/DALY-CITY/19-Plumeria-Ct-94014/home/113752501,MLSListings,ML81647742,N,Y,37.6904558,-122.4523855
New Construction Plan,,Single Family Residential,Plan 2A,Daly City,CA,94014,912915,2,2.5,The Village at Garden Valley,1335,,,,684,,Active,,,http://www.redfin.com/CA/Daly-City/The-Village-at-Garden-Valley/Plan-2A/home/113445556,NewHomeSource.com,Plan-11376130,N,Y,37.687238,-122.462812
New Construction Plan,,Single Family Residential,Plan 2A-ALT,Daly City,CA,94014,913651,2,2.5,The Village at Garden Valley,1389,,,,658,,Active,,,http://www.redfin.com/CA/Daly-City/The-Village-at-Garden-Valley/Plan-2A-ALT/home/113799772,NewHomeSource.com,Plan-1387640,N,Y,37.687238,-122.462812
MLS Listing,,Townhouse,17 Hibiscus Ct,DALY CITY,CA,94014,914000,3,2.5,DALY CITY,1538,1000,2017,32,594,300,Active,,,http://www.redfin.com/CA/DALY-CITY/17-Hibiscus-94014/home/113752161,MLSListings,ML81647724,N,Y,37.6904558,-122.4523855
New Construction Plan,,Single Family Residential,Plan 3A,Daly City,CA,94014,918006,3,2.5,The Village at Garden Valley,1538,,,,597,,Active,,,http://www.redfin.com/CA/Daly-City/The-Village-at-Garden-Valley/Plan-3A/home/113445554,NewHomeSource.com,Plan-11376132,N,Y,37.687238,-122.462812
MLS Listing,,Condo/Co-op,1000 3rd St #517,San Francisco,CA,94158,920000,1,1,Mission Bay,783,,,17,1175,693,Active,,,http://www.redfin.com/CA/San-Francisco/1000-3rd-St-94158/unit-517/home/113870441,San Francisco MLS,457764,N,Y,37.7734359,-122.3898896
New Construction Plan,,Condo/Co-op,R1-517,San Francisco,CA,94158,920000,1,1,ONE Mission Bay,783,,,,1175,,Active,,,http://www.redfin.com/CA/San-Francisco/ONE-Mission-Bay/R1-517/home/113893571,NewHomeFeed,Plan-359802,N,Y,37.775051,-122.390643
MLS Listing,,Condo/Co-op,318 Spear St Unit 3G,San Francisco,CA,94105,925000,1,1,South Beach,812,,2008,10,1139,886,Active,,,http://www.redfin.com/CA/San-Francisco/318-Spear-St-94105/unit-3G/home/21966900,San Francisco MLS,458036,N,Y,37.7897457,-122.3908558
MLS Listing,,Condo/Co-op,2001 McAllister St #251,San Francisco,CA,94118,925000,2,2,North Panhandle,989,,2002,3,935,629,Active,,,http://www.redfin.com/CA/San-Francisco/2001-McAllister-St-94118/unit-251/home/12399505,San Francisco MLS,458138,N,Y,37.7764125,-122.4458463
MLS Listing,,Townhouse,344 3rd,Daly City,CA,94014,930994,2,2.5,Original Daly City,1335,,2017,25,697,300,Active,,,http://www.redfin.com/CA/Daly-City/344-3rd-Ave-94014/home/113811215,San Francisco MLS,457382,N,Y,37.687029,-122.462144
MLS Listing,,Condo/Co-op,201 Folsom St Unit 3D,San Francisco,CA,94105,935000,0,1,South Beach,768,,2016,28,1217,970,Active,May-22-2017 11:00 AM,May-22-2017 05:00 PM,http://www.redfin.com/CA/San-Francisco/201-Folsom-St-94105/unit-3D/home/113781973,San Francisco MLS,457251,N,Y,37.7886997,-122.39226
MLS Listing,,Townhouse,22 Lavender Ct,DALY CITY,CA,94014,936831,3,2.5,DALY CITY,1538,1000,2017,98,609,300,Active,,,http://www.redfin.com/CA/DALY-CITY/22-Lavender-Ct-94014/home/113102543,MLSListings,ML81638782,N,Y,37.6904558,-122.4523855
MLS Listing,,Townhouse,132 Warbler Ln,BRISBANE,CA,94005,938000,2,2,BRISBANE,1781,60444,2000,21,527,525,Active,,,http://www.redfin.com/CA/Brisbane/132-Warbler-Ln-94005/home/1631215,MLSListings,ML81649411,N,Y,37.694122,-122.409986
MLS Listing,,Single Family Residential,948 Ingerson Ave,San Francisco,CA,94124,939500,5,5,Bayview,2849,2495,2006,2,330,,Active,,,http://www.redfin.com/CA/San-Francisco/948-Ingerson-Ave-94124/home/12396637,San Francisco MLS,458379,N,Y,37.7187404,-122.3919587
MLS Listing,,Condo/Co-op,1688 Pine Unit E-403,San Francisco,CA,94109,940000,1,1,Van Ness/Civic Center,743,,2016,136,1265,694,Active,,,http://www.redfin.com/CA/San-Francisco/1688-Pine-St-94109/unit-E-403/home/112860048,San Francisco MLS,453379,N,Y,37.7892328,-122.4235521
MLS Listing,,Condo/Co-op,851 Van Ness Ave #302,San Francisco,CA,94109,940000,2,1,San Francisco County,895,13168,2002,3,1050,575,Active,,,http://www.redfin.com/CA/San-Francisco/851-Van-Ness-Ave-94109/unit-302/home/1616206,BAREIS,21711350,N,Y,37.783536,-122.4213926
